num_uppercase,num_first_pronoun,num_second_pronoun,num_third_pronoun,num_coord_conj,num_past_verb,num_future_verb,num_comma,num_multi_punc,num_common_noun,num_proper_noun,num_adverb,num_wh,num_slang,avg_len_sen,avg_len_token,num_sen,000,10,2016,2017,accord,add,allegation,also,american,another,around,ask,back,become,begin,believe,big,bill,bush,business,call,campaign,case,change,charge,child,city,claim,clinton,close,come,company,continue,could,country,court,cruz,day,deal,donald,early,election,end,even,face,family,far,feel,find,fire,first,follow,force,former,four,game,get,give,go,good,government,great,group,head,help,high,hold,home,house,include,interview,issue,itâ,james,job,keep,know,last,late,later,law,lead,leader,leave,life,like,live,long,look,lose,lot,lsb,make,man,many,may,medium,meet,meeting,member,million,monday,month,move,much,name,national,need,never,new,news,next,night,north,office,official,old,one,open,part,party,pay,people,percent,photo,place,plan,play,point,police,political,post,president,public,put,question,really,release,report,republican,return,reuters,right,romney,rsb,run,sanders,say,school,season,second,see,senate,set,sexual,share,show,since,speak,start,state,statement,still,story,support,take,talk,team,tell,thing,think,though,three,thursday,time,top,trump,try,tuesday,turn,two,united,use,vote,want,washington,way,wednesday,week,well,white,win,woman,work,world,would,write,year,york,young
0.0,0.0,0.0,14.0,14.0,14.0,0.0,30.0,49.0,69.0,33.0,10.0,1.0,0.0,23.692308,5.0988593,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2512649409937391,0.0,0.0,0.0,0.0,0.0,0.35685697558317575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21577303216931923,0.0,0.0,0.0,0.0,0.0,0.2001974468295431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1411575030459506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1606351507784148,0.1955969786351731,0.18793369378496602,0.0,0.0,0.0,0.0,0.14160285424209548,0.0,0.0,0.0,0.0,0.0,0.0,0.1700508684651322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20180719894723648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619230605850596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14961601863185292,0.0,0.0,0.46675524076327507,0.0,0.16416492619210868,0.0,0.0,0.0,0.16751659518789044,0.0,0.0,0.0,0.19486128047279017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3911939572703462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,4.0,9.0,5.0,0.0,19.0,40.0,78.0,25.0,7.0,0.0,0.0,27.9,5.3918366,10.0,0.0,0.0,0.0,0.0,0.12203894686950877,0.0,0.0,0.0,0.0,0.0,0.1346305110795676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13618265868463492,0.0,0.0,0.44379921426422225,0.0,0.0,0.0,0.0,0.0,0.13924319673485414,0.10471265681133712,0.0,0.0,0.0,0.0,0.0,0.0,0.5038727171759892,0.0,0.0,0.0,0.0,0.0,0.14425653497259347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25830816576503385,0.0,0.13539999370483488,0.0,0.22853545662402877,0.0,0.13368653223177013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25288817867129776,0.0,0.0,0.0,0.2034786385563104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12518584937551472,0.0,0.0953378756302481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27157930046420165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15965248156567152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10935041144396133,0.0,0.0,0.0,0.10521088367776753,0.13578965023210082,0.0,0.0,0.0,0.14297930704373948,0.0
2.0,1.0,0.0,9.0,2.0,3.0,2.0,12.0,28.0,54.0,20.0,8.0,4.0,0.0,29.333334,5.297071,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08218083757868266,0.0,0.11278280740059515,0.08481410713405095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3549073688065304,0.0,0.0,0.0,0.0,0.11684346080528293,0.0,0.0,0.0,0.0,0.0,0.0,0.09651832160908282,0.0,0.0,0.0,0.0,0.0,0.0,0.22012972673803266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09255342807776534,0.0,0.1082820760389445,0.0,0.0,0.0,0.11480256450045942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10406672635295845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105444172691153,0.0,0.0,0.44121545399382867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06740153315882763,0.11982134490972088,0.0,0.23406940368225257,0.0,0.08114875711035684,0.0,0.0,0.0,0.0,0.21902625408561402,0.0,0.0,0.5767405174615176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10145965854799674,0.0,0.04405302170169266,0.0,0.0,0.0,0.17240903192883908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09651832160908282,0.0,0.0,0.0,0.1122735554452699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,5.0,8.0,2.0,1.0,13.0,29.0,71.0,21.0,5.0,5.0,0.0,39.0,5.302419,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08975054058967678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23818198792192594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010785536890407,0.0,0.11825597240187606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10540865482089581,0.10951991272193425,0.0,0.0,0.0,0.07380202912309063,0.0,0.3257951697878333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12046398734544435,0.11073646762854823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2519457077695599,0.0,0.09210376442775606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10457535507787165,0.0,0.0,0.0,0.761681017322293,0.04811075950096269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21081730964179163,0.12243140971806049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15729625924134116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4.0,0.0,9.0,11.0,6.0,0.0,9.0,27.0,62.0,22.0,3.0,1.0,0.0,24.454546,4.9473686,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23698501948511166,0.0,0.17425230431392869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20870996571245512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2149252749300319,0.0,0.0,0.0,0.19015289625361384,0.0,0.66740316805529,0.0,0.0,0.0,0.0,0.16762329242032228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13847781771320547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19717582203998002,0.0,0.24470315756562824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24575183133361067,0.0,0.0,0.0,0.0,0.0,0.0,0.19829885047676551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2563881624925172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17508140350967374,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,0.0,15.0,6.0,15.0,0.0,15.0,36.0,58.0,17.0,8.0,4.0,0.0,27.5,4.8,10.0,0.0,0.0,0.0,0.0,0.14879652148567768,0.15465571735742922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17003076804791017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12370748419292933,0.0,0.16977287862739457,0.0,0.1594669498647082,0.0,0.0,0.12852368480539378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1632261865133671,0.0,0.0,0.0,0.19171936526896824,0.0,0.16913333066835046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1513248524223018,0.0,0.0,0.16508703646881265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12281441471793303,0.0,0.0,0.0,0.0,0.0,0.0,0.14748783133364873,0.0,0.0,0.17748746923048164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156652490831487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1803680464707237,0.0,0.0,0.0,0.1221538850573765,0.0,0.0,0.0,0.4959722255689049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17460806777990745,0.0,0.0,0.0,0.0,0.3585787469284813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2905796313733574,0.16875309700538002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13613747599765694,0.0,0.14129211684961707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,0.0,14.0,10.0,18.0,0.0,20.0,48.0,69.0,13.0,13.0,3.0,1.0,23.076923,4.7125983,13.0,0.16425859988226446,0.0,0.0,0.0,0.0,0.0,0.0,0.19965619873913273,0.0,0.0,0.0,0.13880804060610902,0.12220985214738922,0.1417800409334777,0.3141911898206472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1521211861038834,0.0,0.0,0.0,0.0,0.0,0.0,0.11333643347546625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1569742296830892,0.0,0.0,0.4159154762940015,0.0,0.15135538743028204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2972150980395623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1863935015679599,0.0,0.13713738229202413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1394919242603617,0.09295414361877269,0.0,0.14062316017971394,0.0,0.16640020308516343,0.0,0.0,0.0,0.0,0.0,0.0,0.1469872842355559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649625290288095,0.0,0.16713451868928988,0.0,0.0,0.1427798495690558,0.0,0.0,0.0,0.0,0.163289131440201,0.15483760840955008,0.3036956250485149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11752454072117097,0.0,0.0,0.14779098673548377,0.17465765597551808,0.0,0.0
4.0,0.0,0.0,17.0,10.0,15.0,1.0,15.0,40.0,48.0,38.0,9.0,5.0,0.0,21.5,4.262357,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065978486632755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12184276107919517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15474135584682283,0.16674253013474155,0.0,0.0,0.0,0.11606408891202939,0.0,0.0,0.0,0.0,0.17434135251172891,0.0,0.0,0.10256715640806582,0.13513089512791776,0.0,0.16243191222163994,0.0,0.0,0.0,0.0,0.0,0.15650547501963438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16106983794601035,0.0,0.0,0.16357307466122975,0.0,0.0,0.0,0.0,0.13773735422196182,0.0,0.0,0.0,0.0,0.0,0.0,0.14190537700191233,0.0,0.0,0.0,0.0,0.16383005038394036,0.0,0.0,0.0,0.0,0.0,0.16620090070147242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19237194955381623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15628171024920037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06286626780819207,0.0,0.18359360131962837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13773735422196182,0.15998096623928934,0.0,0.0,0.0,0.0,0.0,0.643790950116199,0.0,0.0,0.0,0.0,0.14452018867266572,0.0,0.10276941022407982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17708316801276872
0.0,3.0,0.0,0.0,5.0,10.0,0.0,15.0,32.0,60.0,28.0,9.0,6.0,0.0,31.0,4.976,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08164787941874031,0.0,0.0,0.0,0.0,0.0,0.0,0.1284860903037855,0.12740697093984896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287853028693271,0.0,0.0,0.0,0.0,0.0,0.27339354580184505,0.0,0.0,0.0,0.0,0.0,0.0,0.11647824803583806,0.0,0.0,0.12230818128087925,0.0,0.0,0.11458396254483907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13125950703556644,0.0,0.0,0.0,0.0,0.0,0.20879187314069397,0.0,0.0,0.0,0.0,0.0,0.1294919214838066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1088681509680224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1294919214838066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703057419431008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7443512488757256,0.0,0.0,0.0,0.1335516893381307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13492033569519007,0.0,0.13669677290092253,0.10668991897961348,0.0,0.0,0.0,0.1088681509680224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10587260665914613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142491605422856,0.0,0.0
2.0,2.0,0.0,5.0,13.0,10.0,1.0,11.0,25.0,65.0,21.0,8.0,5.0,0.0,30.555555,5.232,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12602758265443478,0.0,0.0,0.27380354541410246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2567489446763331,0.0,0.0,0.0,0.0,0.0,0.0,0.08211854046107805,0.0,0.0,0.0,0.0,0.0,0.11485759787617725,0.0,0.0,0.0,0.0,0.21149367641478864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13339056469323576,0.0,0.5538626119872448,0.0,0.0,0.11194524727290005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12602758265443478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2635817492849996,0.0,0.0,0.0,0.4257335590961785,0.0,0.0,0.0,0.25132776131023965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10940513838297539,0.0,0.0,0.0,0.0,0.0503327413709796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10807050514935283,0.11253843061193493,0.0,0.0,0.0,0.0,0.0,0.0,0.256556104927076,0.08386740087045831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
